Ticker,Name,Sector,Industry,MarketCap,PreviousClose,Status
LMAX,Lupromax Pelumas Indonesia Tbk.,Energy,Oil & Gas Refining & Marketing,102701383680,166.0,Success
LOPI,Logisticsplus International Tbk,Industrials,Integrated Freight & Logistics,126501298176,121.0,Success
BREN,Barito Renewables Energy Tbk.,Utilities,Utilities - Renewable,588632985436160,4730.0,Success
RGAS,Kian Santang Muliatama Tbk.,Energy,Oil & Gas Equipment & Services,129871831040,93.0,Success
AYAM,Janu Putra Sejahtera Tbk.,Consumer Defensive,Farm Products,1303999938560,338.0,Success
SURI,Maja Agung Latexindo Tbk.,Healthcare,Medical Instruments & Supplies,519418740736,77.0,Success
GRPH,Griptha Putra Persada Tbk.,Consumer Cyclical,Lodging,64000000000,63.0,Success
IKPM,Ikapharmindo Putramas Tbk.,Healthcare,Pharmaceutical Retailers,343671144448,204.0,Success
ASLI,Asri Karya Lestari Tbk.,Industrials,Engineering & Construction,2300000075776,384.0,Success
MKAP,Multikarya Asia Pasifik Raya Tb,Energy,Oil & Gas Equipment & Services,3493749850112,1075.0,Success
LIVE,Homeco Victoria Makmur Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1028833148928,234.0,Success
MEJA,Harta Djaya Karya Tbk.,Industrials,Engineering & Construction,276457095168,112.0,Success
UNTD,Terang Dunia Internusa Tbk.,Consumer Cyclical,Auto Manufacturers,566666657792,89.0,Success
ALII,Ancara Logistics Indonesia Tbk.,Industrials,Marine Shipping,14876252569600,980.0,Success
TOSK,Topindo Solusi Komunika Tbk.,Technology,Software - Application,280017731584,67.0,Success
SMGA,Sumber Mineral Global Abadi Tbk,Basic Materials,Other Industrial Metals & Mining,778750001152,93.0,Success
MHKI,Multi Hanna Kreasindo Tbk.,Industrials,Waste Management,678749995008,193.0,Success
BATR,Benteng Api Technic Tbk.,Basic Materials,Building Materials,281326125056,94.0,Success
SOLA,Xolare RCR Energy Tbk.,Industrials,Engineering & Construction,407634509824,125.0,Success
MPIX,Mitra Pedagang Indonesia Tbk.,Technology,Software - Infrastructure,132818821120,87.0,Success
HYGN,Ecocare Indo Pasifik Tbk.,Industrials,Specialty Business Services,351367823360,143.0,Success
SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",74399997952,95.0,Success
AREA,Dunia Virtual Online Tbk.,Technology,Information Technology Services,822830694400,330.0,Success
GOLF,Intra Golflink Resorts Tbk.,Consumer Cyclical,Leisure,3644024422400,193.0,Success
VISI,Satu Visi Putra Tbk.,Industrials,Industrial Distribution,2598374998016,850.0,Success
BAIK,Bersama Mencapai Puncak Tbk.,Consumer Cyclical,Restaurants,749785907200,665.0,Success
BLES,Superior Prima Sukses Tbk.,Basic Materials,Building Materials,1449103589376,163.0,Success
ISEA,Indo American Seafoods Tbk.,Consumer Defensive,Packaged Foods,119541145600,88.0,Success
ATLA,Atlantis Subsea Indonesia Tbk.,Energy,Oil & Gas Equipment & Services,328577613824,54.0,Success
DATA,Remala Abadi Tbk.,Communication Services,Telecom Services,2763750113280,2140.0,Success
GUNA,Gunanusa Eramandiri Tbk.,Consumer Defensive,Packaged Foods,560000008192,224.0,Success
NEST,Esta Indonesia Tbk.,Consumer Defensive,Farm Products,1768374927360,440.0,Success
LABS,UBC Medical Indonesia Tbk.,Healthcare,Medical Devices,572750036992,148.0,Success
PTMR,Master Print Tbk.,Consumer Cyclical,Packaging & Containers,713217998848,374.0,Success
PART,Cipta Perdana Lancar Tbk.,Consumer Cyclical,Auto Parts,334913830912,125.0,Success
BOAT,Newport Marine Services Tbk.,Energy,Oil & Gas Drilling,483231858688,139.0,Success
VERN,Verona Indah Pictures Tbk.,Communication Services,Entertainment,662425108480,141.0,Success
DAAZ,Daaz Bara Lestari Tbk.,Basic Materials,Other Industrial Metals & Mining,4593099997184,2360.0,Success
AADI,Adaro Andalan Indonesia Tbk.,Energy,Thermal Coal,87213186482176,11300.0,Success
YOII,Asuransi Digital Bersama Tbk.,Financial Services,Insurance - Diversified,332194709504,96.0,Success
NAIK,Adiwarna Anugerah Abadi Tbk.,Basic Materials,Building Materials,332765528064,101.0,Success
HGII,Hero Global Investment Tbk.,Utilities,Utilities - Renewable,883999965184,138.0,Success
CBDK,Bangun Kosambi Sukses Tbk.,Real Estate,Real Estate Services,25850386841600,4610.0,Success
DOSS,Global Sukses Digital Tbk.,Consumer Cyclical,Specialty Retail,270824996864,149.0,Success
MDIY,Daya Intiguna Yasa Tbk.,Consumer Cyclical,Department Stores,22419448266752,895.0,Success
OBAT,Brigit Biofarmaka Teknologi Tbk,Consumer Defensive,Packaged Foods,196800004096,336.0,Success
BRRC,Raja Roti Cemerlang Tbk.,Consumer Defensive,Packaged Foods,73836797952,81.0,Success
KSIX,Kentanix Supra International Tb,Real Estate,Real Estate - Development,688381820928,322.0,Success
PSAT,Pancaran Samudera Transport Tbk,Industrials,Marine Shipping,1356352978944,955.0,Success
RATU,Raharja Energi Cepu Tbk.,Energy,Oil & Gas E&P,16095069077504,6400.0,Success
MINE,Sinar Terang Mandiri Tbk.,Basic Materials,Other Industrial Metals & Mining,1470396628992,358.0,Success
DGWG,Delta Giri Wacana Tbk.,Basic Materials,Agricultural Inputs,2247058784256,396.0,Success
BLOG,Trimitra Trans Persada Tbk.,Industrials,Integrated Freight & Logistics,1318000001024,398.0,Success
ASPR,Asia Pramulia Tbk.,Consumer Cyclical,Packaging & Containers,791903993856,256.0,Success
PMUI,Prima Multi Usaha Indonesia Tbk,Technology,Electronics & Computer Distribution,591600025600,104.0,Success
CDIA,Chandra Daya Investasi Tbk.,Utilities,Utilities - Regulated Electric,131070842372096,1100.0,Success
SUPA,Super Bank Indonesia Tbk.,Financial Services,Banks - Regional,28473494077440,880.0,Success
KAQI,Jantra Grupo Indonesia Tbk.,Consumer Cyclical,Auto Parts,230413811712,117.0,Success
MERI,Merry Riana Edukasi Tbk.,Consumer Defensive,Education & Training Services,142848278528,144.0,Success
YUPI,Yupi Indo Jelly Gum Tbk.,Consumer Defensive,Confectioners,12987622490112,1530.0,Success
CHEK,Diastika Biotekindo Tbk.,Healthcare,Medical Devices,559413067776,140.0,Success
FORE,Fore Kopi Indonesia Tbk.,Consumer Cyclical,Restaurants,8160298401792,945.0,Success
COIN,Indokripto Koin Semesta Tbk.,Financial Services,Financial Data & Stock Exchanges,16617646850048,1190.0,Success
RLCO,Abadi Lestari Indonesia Tbk.,Consumer Defensive,Farm Products,15593750134784,5375.0,Success
MDLA,Medela Potentia Tbk.,Healthcare,Medical Distribution,2914667462656,210.0,Success
PJHB,Pelayaran Jaya Hidup Baru Tbk.,Industrials,Marine Shipping,418560016384,230.0,Success
EMAS,Merdeka Gold Resources Tbk.,Basic Materials,Gold,131477446590464,9475.0,Success
DKHH,Cipta Sarana Medika Tbk.,Healthcare,Medical Care Facilities,178505531392,74.0,Success
WBSA,BSA Logistics Indonesia Tbk.,Industrials,Integrated Freight & Logistics,11537750163456,1330.0,Success
AMAN,Makmur Berkah Amanda Tbk.,Real Estate,Real Estate - Development,983868964864,262.0,Success
NCKL,Trimegah Bangun Persada Tbk.,Basic Materials,Other Industrial Metals & Mining,65507382263808,1105.0,Success
ASPI,Andalan Sakti Primaindo Tbk.,Consumer Cyclical,Residential Construction,255745228800,384.0,Success
DADA,Diamond Citra Propertindo Tbk.,Real Estate,Real Estate Services,371576537088,50.0,Success
BESS,Batulicin Nusantara Maritim Tbk,Industrials,Marine Shipping,3939321511936,1170.0,Success
CARE,Metro Healthcare Indonesia Tbk.,Healthcare,Medical Care Facilities,13499500593152,408.0,Success
PIPA,Multi Makmur Lemindo Tbk.,Industrials,Building Products & Equipment,455670923264,141.0,Success
MENN,Menn Teknologi Indonesia Tbk.,Industrials,Electrical Equipment & Parts,76004753408,53.0,Success
AYLS,Agro Yasa Lestari Tbk.,Consumer Defensive,Food Distribution,166417530880,200.0,Success
NICE,Adhi Kartiko Pratama Tbk.,Basic Materials,Other Industrial Metals & Mining,1873262149632,320.0,Success
AWAN,Era Digital Media Tbk.,Communication Services,Internet Content & Information,553035038720,155.0,Success
MBMA,Merdeka Battery Materials Tbk.,Basic Materials,Other Precious Metals & Mining,70197025177600,690.0,Success
RAAM,Tripar Multivision Plus Tbk.,Communication Services,Entertainment,1430860201984,218.0,Success
DOOH,Era Media Sejahtera Tbk.,Communication Services,Advertising Agencies,1300133707776,181.0,Success
WIFI,Solusi Sinergi Digital Tbk.,Technology,Information Technology Services,12103491518464,2370.0,Success
FAPA,FAP Agri Tbk.,Consumer Defensive,Farm Products,24656302047232,7050.0,Success
ESTA,Esta Multi Usaha Tbk.,Consumer Cyclical,Lodging,504473681920,218.0,Success
CGAS,Citra Nusantara Gemilang Tbk.,Energy,Oil & Gas Refining & Marketing,299383324672,174.0,Success
SMLE,Sinergi Multi Lestarindo Tbk.,Basic Materials,Specialty Chemicals,302659895296,133.0,Success
DCII,DCI Indonesia Tbk.,Technology,Information Technology Services,473769487368192,198750.0,Success
DGNS,Diagnos Laboratorium Utama Tbk.,Healthcare,Diagnostics & Research,342500016128,278.0,Success
ACRO,Samcro Hyosung Adilestari Tbk.,Consumer Cyclical,Apparel Manufacturing,260200923136,77.0,Success
UFOE,Damai Sejahtera Abadi Tbk.,Consumer Cyclical,Department Stores,426044489728,157.0,Success
MANG,Manggung Polahraya Tbk.,Industrials,Engineering & Construction,198255280128,54.0,Success
MSJA,Multi Spunindo Jaya Tbk.,Consumer Cyclical,Textile Manufacturing,2894773354496,525.0,Success
AGII,Samator Indo Gas Tbk.,Basic Materials,Chemicals,9169313726464,3100.0,Success
AGRS,Bank IBK Indonesia Tbk.,Financial Services,Banks - Regional,3254778331136,70.0,Success
KETR,Ketrosden Triasmitra Tbk.,Technology,Communication Equipment,1375171248128,510.0,Success
ADMG,Polychem Indonesia Tbk,Basic Materials,Chemicals,770057568256,218.0,Success
ADMF,Adira Dinamika Multi Finance Tb,Financial Services,Credit Services,10788685217792,8975.0,Success
POLY,Asia Pacific Fibers Tbk,Basic Materials,Specialty Chemicals,79864111104,32.0,Success
AHAP,Asuransi Harta Aman Pratama Tbk,Financial Services,Insurance - Property & Casualty,519399964672,109.0,Success
AGRO,Bank Raya Indonesia Tbk.,Financial Services,Banks - Regional,4465189978112,186.0,Success
AIMS,Artha Mahiya Investama Tbk.,Energy,Thermal Coal,92840001536,460.0,Success
ADRO,Alamtri Resources Indonesia Tbk,Energy,Thermal Coal,70273206321152,2440.0,Success
POOL,"POOL.JK,0P0000EQUC,0",N/A,N/A,0,0,Success
PNSE,Pudjiadi & Sons Tbk.,Consumer Cyclical,Resorts & Casinos,498633441280,630.0,Success
PPRO,PP Properti Tbk.,Real Estate,Real Estate - Development,1233513480192,21.0,Success
